filename,noise_category,duration,sampling_rate
bike_0087.wav,bike,10,16000
bike_0088.wav,bike,10,16000
bike_0089.wav,bike,10,16000
bike_0090.wav,bike,10,16000
bike_0091.wav,bike,10,16000
bike_0092.wav,bike,10,16000
bike_0093.wav,bike,10,16000
bike_0094.wav,bike,10,16000
bike_0095.wav,bike,10,16000
bike_0096.wav,bike,10,16000
bike_0097.wav,bike,10,16000
bike_0098.wav,bike,10,16000
bike_0099.wav,bike,10,16000
bike_0100.wav,bike,10,16000
bike_0101.wav,bike,10,16000
bike_0102.wav,bike,10,16000
bike_0103.wav,bike,10,16000
bike_0104.wav,bike,10,16000
bike_0105.wav,bike,10,16000
bike_0106.wav,bike,10,16000
bike_0107.wav,bike,10,16000
bike_0108.wav,bike,10,16000
bike_0109.wav,bike,10,16000
bike_0110.wav,bike,10,16000
bike_0111.wav,bike,10,16000
bike_0112.wav,bike,10,16000
bike_0113.wav,bike,10,16000
bike_0114.wav,bike,10,16000
bike_0115.wav,bike,10,16000
bike_0116.wav,bike,10,16000
bike_0117.wav,bike,10,16000
bike_0118.wav,bike,10,16000
bike_0119.wav,bike,10,16000
bike_0120.wav,bike,10,16000
bike_0121.wav,bike,10,16000
bike_0122.wav,bike,10,16000
bike_0123.wav,bike,10,16000
bike_0124.wav,bike,10,16000
bike_0125.wav,bike,10,16000
bike_0126.wav,bike,10,16000
bike_0127.wav,bike,10,16000
bike_0128.wav,bike,10,16000
bike_0129.wav,bike,10,16000
bike_0130.wav,bike,10,16000
bike_0131.wav,bike,10,16000
bike_0132.wav,bike,10,16000
bike_0133.wav,bike,10,16000
bike_0134.wav,bike,10,16000
bike_0135.wav,bike,10,16000
bike_0136.wav,bike,10,16000
bike_0137.wav,bike,10,16000
bike_0138.wav,bike,10,16000
bike_0139.wav,bike,10,16000
bike_0140.wav,bike,10,16000
bike_0141.wav,bike,10,16000
bike_0142.wav,bike,10,16000
bike_0143.wav,bike,10,16000
bike_0144.wav,bike,10,16000
bike_0145.wav,bike,10,16000
bike_0146.wav,bike,10,16000
bike_0147.wav,bike,10,16000
bike_0148.wav,bike,10,16000
bike_0149.wav,bike,10,16000
bike_0150.wav,bike,10,16000
bike_0151.wav,bike,10,16000
bike_0152.wav,bike,10,16000
bike_0153.wav,bike,10,16000
bike_0154.wav,bike,10,16000
bike_0155.wav,bike,10,16000
bike_0156.wav,bike,10,16000
bike_0157.wav,bike,10,16000
bike_0158.wav,bike,10,16000
bike_0159.wav,bike,10,16000
bike_0160.wav,bike,10,16000
bike_0161.wav,bike,10,16000
bike_0162.wav,bike,10,16000
bike_0163.wav,bike,10,16000
bike_0164.wav,bike,10,16000
bike_0165.wav,bike,10,16000
bike_0166.wav,bike,10,16000
bike_0167.wav,bike,10,16000
bike_0168.wav,bike,10,16000
bike_0169.wav,bike,10,16000
bike_0170.wav,bike,10,16000
bike_0171.wav,bike,10,16000
bike_0172.wav,bike,10,16000
bike_0173.wav,bike,10,16000
bike_0174.wav,bike,10,16000
bike_0175.wav,bike,10,16000
bike_0176.wav,bike,10,16000
bike_0177.wav,bike,10,16000
bike_0178.wav,bike,10,16000
bike_0179.wav,bike,10,16000
bike_0180.wav,bike,10,16000
bike_0181.wav,bike,10,16000
bike_0182.wav,bike,10,16000
bike_0183.wav,bike,10,16000
bike_0184.wav,bike,10,16000
bike_0185.wav,bike,10,16000
bike_0186.wav,bike,10,16000
bike_0187.wav,bike,10,16000
bike_0188.wav,bike,10,16000
bike_0189.wav,bike,10,16000
bike_0190.wav,bike,10,16000
bike_0191.wav,bike,10,16000
bike_0192.wav,bike,10,16000
bike_0193.wav,bike,10,16000
bike_0194.wav,bike,10,16000
bike_0195.wav,bike,10,16000
bike_0196.wav,bike,10,16000
bike_0197.wav,bike,10,16000
bike_0198.wav,bike,10,16000
bike_0199.wav,bike,10,16000
bike_0200.wav,bike,10,16000
bike_0201.wav,bike,10,16000
bike_0202.wav,bike,10,16000
bike_0203.wav,bike,10,16000
bike_0204.wav,bike,10,16000
bike_0205.wav,bike,10,16000
bike_0206.wav,bike,10,16000
bike_0207.wav,bike,10,16000
bike_0208.wav,bike,10,16000
bike_0209.wav,bike,10,16000
bike_0210.wav,bike,10,16000
bike_0211.wav,bike,10,16000
bike_0212.wav,bike,10,16000
bike_0213.wav,bike,10,16000
bike_0214.wav,bike,10,16000
bike_0215.wav,bike,10,16000
bike_0216.wav,bike,10,16000
bike_0217.wav,bike,10,16000
bike_0218.wav,bike,10,16000
bike_0219.wav,bike,10,16000
bike_0220.wav,bike,10,16000
bike_0221.wav,bike,10,16000
bike_0222.wav,bike,10,16000
bike_0223.wav,bike,10,16000
bike_0224.wav,bike,10,16000
bike_0225.wav,bike,10,16000
bike_0226.wav,bike,10,16000
bike_0227.wav,bike,10,16000
bike_0228.wav,bike,10,16000
bike_0229.wav,bike,10,16000
bike_0230.wav,bike,10,16000
bike_0231.wav,bike,10,16000
bike_0232.wav,bike,10,16000
bike_0233.wav,bike,10,16000
bike_0234.wav,bike,10,16000
bike_0235.wav,bike,10,16000
bike_0236.wav,bike,10,16000
bike_0237.wav,bike,10,16000
bike_0238.wav,bike,10,16000
bike_0239.wav,bike,10,16000
bike_0240.wav,bike,10,16000
bike_0241.wav,bike,10,16000
bike_0242.wav,bike,10,16000
bike_0243.wav,bike,10,16000
bike_0244.wav,bike,10,16000
bike_0245.wav,bike,10,16000
bike_0246.wav,bike,10,16000
bike_0247.wav,bike,10,16000
bike_0248.wav,bike,10,16000
bike_0249.wav,bike,10,16000
bike_0250.wav,bike,10,16000
bike_0251.wav,bike,10,16000
bike_0252.wav,bike,10,16000
bike_0253.wav,bike,10,16000
bike_0254.wav,bike,10,16000
bike_0255.wav,bike,10,16000
bike_0256.wav,bike,10,16000
bike_0257.wav,bike,10,16000
bike_0258.wav,bike,10,16000
bike_0259.wav,bike,10,16000
bike_0260.wav,bike,10,16000
bike_0261.wav,bike,10,16000
bike_0262.wav,bike,10,16000
bike_0263.wav,bike,10,16000
bike_0264.wav,bike,10,16000
bike_0265.wav,bike,10,16000
bike_0266.wav,bike,10,16000
bike_0267.wav,bike,10,16000
bike_0268.wav,bike,10,16000
bike_0269.wav,bike,10,16000
bike_0270.wav,bike,10,16000
bike_0271.wav,bike,10,16000
bike_0272.wav,bike,10,16000
bike_0273.wav,bike,10,16000
bike_0274.wav,bike,10,16000
bike_0275.wav,bike,10,16000
bike_0276.wav,bike,10,16000
bike_0277.wav,bike,10,16000
bike_0278.wav,bike,10,16000
bike_0279.wav,bike,10,16000
bike_0280.wav,bike,10,16000
bike_0281.wav,bike,10,16000
bike_0282.wav,bike,10,16000
bike_0283.wav,bike,10,16000
bike_0284.wav,bike,10,16000
bike_0285.wav,bike,10,16000
bike_0286.wav,bike,10,16000
bike_0287.wav,bike,10,16000
bike_0288.wav,bike,10,16000
bike_0289.wav,bike,10,16000
bike_0290.wav,bike,10,16000
bike_0291.wav,bike,10,16000
bike_0292.wav,bike,10,16000
bike_0293.wav,bike,10,16000
bike_0294.wav,bike,10,16000
bike_0295.wav,bike,10,16000
bike_0296.wav,bike,10,16000
bike_0297.wav,bike,10,16000
bike_0298.wav,bike,10,16000
bike_0299.wav,bike,10,16000
bike_0300.wav,bike,10,16000
bike_0301.wav,bike,10,16000
bike_0302.wav,bike,10,16000
bike_0303.wav,bike,10,16000
bike_0304.wav,bike,10,16000
bike_0305.wav,bike,10,16000
bike_0306.wav,bike,10,16000
bike_0307.wav,bike,10,16000
bike_0308.wav,bike,10,16000
bike_0309.wav,bike,10,16000
bike_0310.wav,bike,10,16000
bike_0311.wav,bike,10,16000
bike_0312.wav,bike,10,16000
bike_0313.wav,bike,10,16000
bike_0314.wav,bike,10,16000
bike_0315.wav,bike,10,16000
bike_0316.wav,bike,10,16000
bike_0317.wav,bike,10,16000
bike_0318.wav,bike,10,16000
bike_0319.wav,bike,10,16000
bike_0320.wav,bike,10,16000
bike_0321.wav,bike,10,16000
bike_0322.wav,bike,10,16000
bike_0323.wav,bike,10,16000
bike_0324.wav,bike,10,16000
bike_0325.wav,bike,10,16000
bike_0326.wav,bike,10,16000
bike_0327.wav,bike,10,16000
bike_0328.wav,bike,10,16000
bike_0329.wav,bike,10,16000
bike_0330.wav,bike,10,16000
bike_0331.wav,bike,10,16000
bike_0332.wav,bike,10,16000
bike_0333.wav,bike,10,16000
bike_0334.wav,bike,10,16000
bike_0335.wav,bike,10,16000
bike_0336.wav,bike,10,16000
bike_0337.wav,bike,10,16000
bike_0338.wav,bike,10,16000
bike_0339.wav,bike,10,16000
bike_0340.wav,bike,10,16000
bike_0341.wav,bike,10,16000
bike_0342.wav,bike,10,16000
bike_0343.wav,bike,10,16000
bike_0344.wav,bike,10,16000
bike_0345.wav,bike,10,16000
bike_0346.wav,bike,10,16000
bike_0347.wav,bike,10,16000
bike_0348.wav,bike,10,16000
bike_0349.wav,bike,10,16000
bike_0350.wav,bike,10,16000
bike_0351.wav,bike,10,16000
bike_0352.wav,bike,10,16000
bike_0353.wav,bike,10,16000
bike_0354.wav,bike,10,16000
bike_0355.wav,bike,10,16000
bike_0356.wav,bike,10,16000
bike_0357.wav,bike,10,16000
bike_0358.wav,bike,10,16000
bike_0359.wav,bike,10,16000
bike_0360.wav,bike,10,16000
bike_0361.wav,bike,10,16000
bike_0362.wav,bike,10,16000
bike_0363.wav,bike,10,16000
bike_0364.wav,bike,10,16000
bike_0365.wav,bike,10,16000
bike_0366.wav,bike,10,16000
bike_0367.wav,bike,10,16000
bike_0368.wav,bike,10,16000
bike_0369.wav,bike,10,16000
bike_0370.wav,bike,10,16000
bike_0371.wav,bike,10,16000
bike_0372.wav,bike,10,16000
bike_0373.wav,bike,10,16000
bike_0374.wav,bike,10,16000
bike_0375.wav,bike,10,16000
bike_0376.wav,bike,10,16000
bike_0377.wav,bike,10,16000
bike_0378.wav,bike,10,16000
bike_0379.wav,bike,10,16000
bike_0380.wav,bike,10,16000
bike_0381.wav,bike,10,16000
bike_0382.wav,bike,10,16000
bike_0383.wav,bike,10,16000
bike_0384.wav,bike,10,16000
bike_0385.wav,bike,10,16000
bike_0386.wav,bike,10,16000
bike_0387.wav,bike,10,16000
bike_0388.wav,bike,10,16000
bike_0389.wav,bike,10,16000
bike_0390.wav,bike,10,16000
bike_0391.wav,bike,10,16000
bike_0392.wav,bike,10,16000
bike_0393.wav,bike,10,16000
bike_0394.wav,bike,10,16000
bike_0395.wav,bike,10,16000
bike_0396.wav,bike,10,16000
bike_0397.wav,bike,10,16000
bike_0398.wav,bike,10,16000
bike_0399.wav,bike,10,16000
bike_0400.wav,bike,10,16000
bike_0401.wav,bike,10,16000
bike_0402.wav,bike,10,16000
bike_0403.wav,bike,10,16000
bike_0404.wav,bike,10,16000
bike_0405.wav,bike,10,16000
bike_0406.wav,bike,10,16000
bike_0407.wav,bike,10,16000
bike_0408.wav,bike,10,16000
bike_0409.wav,bike,10,16000
bike_0410.wav,bike,10,16000
bike_0411.wav,bike,10,16000
bike_0412.wav,bike,10,16000
bike_0413.wav,bike,10,16000
bike_0414.wav,bike,10,16000
bike_0415.wav,bike,10,16000
bike_0416.wav,bike,10,16000
bike_0417.wav,bike,10,16000
bike_0418.wav,bike,10,16000
bike_0419.wav,bike,10,16000
bike_0420.wav,bike,10,16000
bike_0421.wav,bike,10,16000
bike_0422.wav,bike,10,16000
bike_0423.wav,bike,10,16000
bike_0424.wav,bike,10,16000
bike_0425.wav,bike,10,16000
bike_0426.wav,bike,10,16000
bike_0427.wav,bike,10,16000
bike_0428.wav,bike,10,16000
bike_0429.wav,bike,10,16000
bike_0430.wav,bike,10,16000
bike_0431.wav,bike,10,16000
bike_0432.wav,bike,10,16000
bike_0433.wav,bike,10,16000
bike_0434.wav,bike,10,16000
bike_0435.wav,bike,10,16000
bike_0436.wav,bike,10,16000
bike_0437.wav,bike,10,16000
bike_0438.wav,bike,10,16000
bike_0439.wav,bike,10,16000
bike_0440.wav,bike,10,16000
bike_0441.wav,bike,10,16000
bike_0442.wav,bike,10,16000
bike_0443.wav,bike,10,16000
bike_0444.wav,bike,10,16000
bike_0445.wav,bike,10,16000
bike_0446.wav,bike,10,16000
bike_0447.wav,bike,10,16000
bike_0448.wav,bike,10,16000
bike_0449.wav,bike,10,16000
bike_0450.wav,bike,10,16000
bike_0451.wav,bike,10,16000
bike_0452.wav,bike,10,16000
bike_0453.wav,bike,10,16000
bike_0454.wav,bike,10,16000
bike_0455.wav,bike,10,16000
bike_0456.wav,bike,10,16000
bike_0457.wav,bike,10,16000
bike_0458.wav,bike,10,16000
bike_0459.wav,bike,10,16000
bike_0460.wav,bike,10,16000
bike_0461.wav,bike,10,16000
bike_0462.wav,bike,10,16000
bike_0463.wav,bike,10,16000
bike_0464.wav,bike,10,16000
bike_0465.wav,bike,10,16000
bike_0466.wav,bike,10,16000
bike_0467.wav,bike,10,16000
bike_0468.wav,bike,10,16000
bike_0469.wav,bike,10,16000
bike_0470.wav,bike,10,16000
bike_0471.wav,bike,10,16000
bike_0472.wav,bike,10,16000
bike_0473.wav,bike,10,16000
bike_0474.wav,bike,10,16000
bike_0475.wav,bike,10,16000
bike_0476.wav,bike,10,16000
bike_0477.wav,bike,10,16000
bike_0478.wav,bike,10,16000
bike_0479.wav,bike,10,16000
bike_0480.wav,bike,10,16000
bike_0481.wav,bike,10,16000
bike_0482.wav,bike,10,16000
bike_0483.wav,bike,10,16000
bike_0484.wav,bike,10,16000
bike_0485.wav,bike,10,16000
bike_0486.wav,bike,10,16000
bike_0487.wav,bike,10,16000
bike_0488.wav,bike,10,16000
bike_0489.wav,bike,10,16000
bike_0490.wav,bike,10,16000
bike_0491.wav,bike,10,16000
bike_0492.wav,bike,10,16000
bike_0493.wav,bike,10,16000
bike_0494.wav,bike,10,16000
bike_0495.wav,bike,10,16000
bike_0496.wav,bike,10,16000
bike_0497.wav,bike,10,16000
bike_0498.wav,bike,10,16000
bike_0499.wav,bike,10,16000
bike_0500.wav,bike,10,16000
bike_0501.wav,bike,10,16000
bike_0502.wav,bike,10,16000
bike_0503.wav,bike,10,16000
bike_0504.wav,bike,10,16000
bus_0001.wav,bus,10,16000
bus_0002.wav,bus,10,16000
bus_0003.wav,bus,10,16000
bus_0004.wav,bus,10,16000
bus_0005.wav,bus,10,16000
bus_0006.wav,bus,10,16000
bus_0007.wav,bus,10,16000
bus_0008.wav,bus,10,16000
bus_0009.wav,bus,10,16000
bus_0010.wav,bus,10,16000
bus_0011.wav,bus,10,16000
bus_0012.wav,bus,10,16000
bus_0013.wav,bus,10,16000
bus_0014.wav,bus,10,16000
bus_0015.wav,bus,10,16000
bus_0016.wav,bus,10,16000
bus_0017.wav,bus,10,16000
bus_0018.wav,bus,10,16000
bus_0019.wav,bus,10,16000
bus_0020.wav,bus,10,16000
bus_0021.wav,bus,10,16000
bus_0022.wav,bus,10,16000
bus_0023.wav,bus,10,16000
bus_0024.wav,bus,10,16000
bus_0025.wav,bus,10,16000
bus_0026.wav,bus,10,16000
bus_0027.wav,bus,10,16000
bus_0028.wav,bus,10,16000
bus_0029.wav,bus,10,16000
bus_0030.wav,bus,10,16000
bus_0031.wav,bus,10,16000
bus_0032.wav,bus,10,16000
bus_0033.wav,bus,10,16000
bus_0034.wav,bus,10,16000
bus_0035.wav,bus,10,16000
bus_0036.wav,bus,10,16000
bus_0037.wav,bus,10,16000
bus_0038.wav,bus,10,16000
bus_0039.wav,bus,10,16000
bus_0040.wav,bus,10,16000
bus_0041.wav,bus,10,16000
bus_0042.wav,bus,10,16000
bus_0043.wav,bus,10,16000
bus_0044.wav,bus,10,16000
bus_0045.wav,bus,10,16000
bus_0046.wav,bus,10,16000
bus_0047.wav,bus,10,16000
bus_0048.wav,bus,10,16000
bus_0049.wav,bus,10,16000
bus_0050.wav,bus,10,16000
bus_0051.wav,bus,10,16000
bus_0052.wav,bus,10,16000
bus_0053.wav,bus,10,16000
bus_0054.wav,bus,10,16000
bus_0055.wav,bus,10,16000
bus_0056.wav,bus,10,16000
bus_0057.wav,bus,10,16000
bus_0058.wav,bus,10,16000
bus_0059.wav,bus,10,16000
bus_0060.wav,bus,10,16000
bus_0061.wav,bus,10,16000
bus_0062.wav,bus,10,16000
bus_0063.wav,bus,10,16000
bus_0064.wav,bus,10,16000
bus_0065.wav,bus,10,16000
bus_0066.wav,bus,10,16000
bus_0067.wav,bus,10,16000
bus_0068.wav,bus,10,16000
bus_0069.wav,bus,10,16000
bus_0070.wav,bus,10,16000
bus_0071.wav,bus,10,16000
bus_0072.wav,bus,10,16000
bus_0073.wav,bus,10,16000
bus_0074.wav,bus,10,16000
bus_0075.wav,bus,10,16000
bus_0076.wav,bus,10,16000
bus_0077.wav,bus,10,16000
bus_0078.wav,bus,10,16000
bus_0079.wav,bus,10,16000
bus_0080.wav,bus,10,16000
bus_0081.wav,bus,10,16000
bus_0082.wav,bus,10,16000
bus_0083.wav,bus,10,16000
bus_0084.wav,bus,10,16000
bus_0085.wav,bus,10,16000
bus_0086.wav,bus,10,16000
bus_0087.wav,bus,10,16000
bus_0088.wav,bus,10,16000
bus_0089.wav,bus,10,16000
bus_0090.wav,bus,10,16000
bus_0091.wav,bus,10,16000
bus_0092.wav,bus,10,16000
bus_0093.wav,bus,10,16000
bus_0094.wav,bus,10,16000
bus_0095.wav,bus,10,16000
bus_0096.wav,bus,10,16000
bus_0097.wav,bus,10,16000
bus_0098.wav,bus,10,16000
bus_0099.wav,bus,10,16000
bus_0100.wav,bus,10,16000
bus_0101.wav,bus,10,16000
bus_0102.wav,bus,10,16000
bus_0103.wav,bus,10,16000
bus_0104.wav,bus,10,16000
bus_0105.wav,bus,10,16000
bus_0106.wav,bus,10,16000
bus_0107.wav,bus,10,16000
bus_0108.wav,bus,10,16000
bus_0109.wav,bus,10,16000
bus_0110.wav,bus,10,16000
bus_0111.wav,bus,10,16000
bus_0112.wav,bus,10,16000
bus_0113.wav,bus,10,16000
bus_0114.wav,bus,10,16000
bus_0115.wav,bus,10,16000
bus_0116.wav,bus,10,16000
bus_0117.wav,bus,10,16000
bus_0118.wav,bus,10,16000
bus_0119.wav,bus,10,16000
bus_0120.wav,bus,10,16000
bus_0121.wav,bus,10,16000
bus_0122.wav,bus,10,16000
bus_0123.wav,bus,10,16000
bus_0124.wav,bus,10,16000
bus_0125.wav,bus,10,16000
bus_0126.wav,bus,10,16000
bus_0127.wav,bus,10,16000
bus_0128.wav,bus,10,16000
bus_0129.wav,bus,10,16000
bus_0130.wav,bus,10,16000
bus_0131.wav,bus,10,16000
bus_0132.wav,bus,10,16000
bus_0133.wav,bus,10,16000
bus_0134.wav,bus,10,16000
bus_0135.wav,bus,10,16000
bus_0136.wav,bus,10,16000
bus_0137.wav,bus,10,16000
bus_0138.wav,bus,10,16000
bus_0139.wav,bus,10,16000
bus_0140.wav,bus,10,16000
bus_0141.wav,bus,10,16000
bus_0142.wav,bus,10,16000
bus_0143.wav,bus,10,16000
bus_0144.wav,bus,10,16000
bus_0145.wav,bus,10,16000
bus_0146.wav,bus,10,16000
bus_0147.wav,bus,10,16000
bus_0148.wav,bus,10,16000
bus_0149.wav,bus,10,16000
bus_0150.wav,bus,10,16000
bus_0151.wav,bus,10,16000
bus_0152.wav,bus,10,16000
bus_0153.wav,bus,10,16000
bus_0154.wav,bus,10,16000
bus_0155.wav,bus,10,16000
bus_0156.wav,bus,10,16000
bus_0157.wav,bus,10,16000
bus_0158.wav,bus,10,16000
bus_0159.wav,bus,10,16000
bus_0160.wav,bus,10,16000
bus_0161.wav,bus,10,16000
bus_0162.wav,bus,10,16000
bus_0163.wav,bus,10,16000
bus_0164.wav,bus,10,16000
bus_0165.wav,bus,10,16000
bus_0166.wav,bus,10,16000
bus_0167.wav,bus,10,16000
bus_0168.wav,bus,10,16000
bus_0169.wav,bus,10,16000
bus_0170.wav,bus,10,16000
bus_0171.wav,bus,10,16000
bus_0172.wav,bus,10,16000
bus_0173.wav,bus,10,16000
bus_0174.wav,bus,10,16000
bus_0175.wav,bus,10,16000
bus_0176.wav,bus,10,16000
bus_0177.wav,bus,10,16000
bus_0178.wav,bus,10,16000
bus_0179.wav,bus,10,16000
bus_0180.wav,bus,10,16000
bus_0181.wav,bus,10,16000
bus_0182.wav,bus,10,16000
bus_0183.wav,bus,10,16000
bus_0184.wav,bus,10,16000
bus_0185.wav,bus,10,16000
bus_0186.wav,bus,10,16000
bus_0187.wav,bus,10,16000
bus_0188.wav,bus,10,16000
bus_0189.wav,bus,10,16000
bus_0190.wav,bus,10,16000
bus_0191.wav,bus,10,16000
bus_0192.wav,bus,10,16000
bus_0193.wav,bus,10,16000
bus_0194.wav,bus,10,16000
bus_0195.wav,bus,10,16000
bus_0196.wav,bus,10,16000
bus_0197.wav,bus,10,16000
bus_0198.wav,bus,10,16000
bus_0199.wav,bus,10,16000
bus_0200.wav,bus,10,16000
bus_0201.wav,bus,10,16000
bus_0202.wav,bus,10,16000
bus_0203.wav,bus,10,16000
bus_0204.wav,bus,10,16000
bus_0205.wav,bus,10,16000
bus_0206.wav,bus,10,16000
bus_0207.wav,bus,10,16000
bus_0208.wav,bus,10,16000
bus_0209.wav,bus,10,16000
bus_0210.wav,bus,10,16000
bus_0211.wav,bus,10,16000
bus_0212.wav,bus,10,16000
bus_0213.wav,bus,10,16000
bus_0214.wav,bus,10,16000
bus_0215.wav,bus,10,16000
bus_0216.wav,bus,10,16000
bus_0217.wav,bus,10,16000
bus_0218.wav,bus,10,16000
bus_0219.wav,bus,10,16000
bus_0220.wav,bus,10,16000
bus_0221.wav,bus,10,16000
bus_0222.wav,bus,10,16000
bus_0223.wav,bus,10,16000
bus_0224.wav,bus,10,16000
bus_0225.wav,bus,10,16000
bus_0226.wav,bus,10,16000
bus_0227.wav,bus,10,16000
bus_0228.wav,bus,10,16000
bus_0229.wav,bus,10,16000
bus_0230.wav,bus,10,16000
bus_0231.wav,bus,10,16000
bus_0232.wav,bus,10,16000
bus_0233.wav,bus,10,16000
bus_0234.wav,bus,10,16000
bus_0235.wav,bus,10,16000
bus_0236.wav,bus,10,16000
bus_0237.wav,bus,10,16000
bus_0238.wav,bus,10,16000
bus_0239.wav,bus,10,16000
bus_0240.wav,bus,10,16000
bus_0241.wav,bus,10,16000
bus_0242.wav,bus,10,16000
bus_0243.wav,bus,10,16000
bus_0244.wav,bus,10,16000
bus_0245.wav,bus,10,16000
bus_0246.wav,bus,10,16000
bus_0247.wav,bus,10,16000
bus_0248.wav,bus,10,16000
bus_0249.wav,bus,10,16000
bus_0250.wav,bus,10,16000
bus_0251.wav,bus,10,16000
bus_0252.wav,bus,10,16000
bus_0253.wav,bus,10,16000
bus_0254.wav,bus,10,16000
bus_0255.wav,bus,10,16000
bus_0256.wav,bus,10,16000
bus_0257.wav,bus,10,16000
bus_0258.wav,bus,10,16000
bus_0259.wav,bus,10,16000
bus_0260.wav,bus,10,16000
bus_0261.wav,bus,10,16000
bus_0262.wav,bus,10,16000
bus_0263.wav,bus,10,16000
bus_0264.wav,bus,10,16000
bus_0265.wav,bus,10,16000
bus_0266.wav,bus,10,16000
bus_0267.wav,bus,10,16000
bus_0268.wav,bus,10,16000
bus_0269.wav,bus,10,16000
bus_0270.wav,bus,10,16000
bus_0271.wav,bus,10,16000
bus_0272.wav,bus,10,16000
bus_0273.wav,bus,10,16000
bus_0274.wav,bus,10,16000
bus_0275.wav,bus,10,16000
bus_0276.wav,bus,10,16000
bus_0277.wav,bus,10,16000
bus_0278.wav,bus,10,16000
bus_0279.wav,bus,10,16000
bus_0280.wav,bus,10,16000
bus_0281.wav,bus,10,16000
bus_0282.wav,bus,10,16000
bus_0283.wav,bus,10,16000
bus_0284.wav,bus,10,16000
bus_0285.wav,bus,10,16000
bus_0286.wav,bus,10,16000
bus_0287.wav,bus,10,16000
bus_0288.wav,bus,10,16000
bus_0289.wav,bus,10,16000
bus_0290.wav,bus,10,16000
bus_0291.wav,bus,10,16000
bus_0292.wav,bus,10,16000
bus_0293.wav,bus,10,16000
bus_0294.wav,bus,10,16000
bus_0295.wav,bus,10,16000
bus_0296.wav,bus,10,16000
bus_0297.wav,bus,10,16000
bus_0298.wav,bus,10,16000
bus_0299.wav,bus,10,16000
bus_0300.wav,bus,10,16000
bus_0301.wav,bus,10,16000
bus_0302.wav,bus,10,16000
bus_0303.wav,bus,10,16000
bus_0304.wav,bus,10,16000
bus_0305.wav,bus,10,16000
bus_0306.wav,bus,10,16000
bus_0307.wav,bus,10,16000
bus_0308.wav,bus,10,16000
bus_0309.wav,bus,10,16000
bus_0310.wav,bus,10,16000
bus_0311.wav,bus,10,16000
bus_0312.wav,bus,10,16000
bus_0313.wav,bus,10,16000
bus_0314.wav,bus,10,16000
bus_0315.wav,bus,10,16000
bus_0316.wav,bus,10,16000
bus_0317.wav,bus,10,16000
